Venda_ID,Loja_ID,Produto_ID,Cliente_ID,Colaborador_ID,Quantidade,Preço Unitário,Data da Venda,Canal de Venda
56,865,191,687,307,8,264.92,2021-12-16 14:27:07,Física
57,46,43,42,439,95,884.6,2024-08-04 23:09:04,Online
58,507,487,707,222,6,442.78,2017-05-27 18:10:44,Online
59,879,197,372,8,71,112.45,2024-05-21 03:03:37,Física
60,858,83,935,153,34,184.86,2019-01-16 06:48:45,Online
61,146,639,795,373,89,23.65,2022-01-25 10:40:41,Física
62,950,211,451,323,85,53.63,2020-10-17 04:14:19,Física
63,946,378,720,125,34,262.65,2014-05-31 00:52:01,Física
64,109,268,157,377,12,936.98,2015-01-21 06:35:50,Online
65,400,235,605,184,59,867.48,2021-02-08 05:33:03,Online
66,613,221,93,349,92,310.89,2015-03-13 06:41:53,Online
67,490,482,182,433,30,624.25,2017-02-15 21:55:05,Física
68,356,560,637,254,90,652.55,2021-09-16 12:23:48,Física
69,881,527,62,68,74,863.83,2024-08-15 01:52:50,Física
70,958,314,783,192,73,380.67,2020-06-01 21:09:22,Online
71,314,718,152,32,39,686.93,2016-12-06 07:21:29,Física
72,416,743,680,438,17,41.76,2021-09-15 12:05:17,Física
73,695,121,510,347,65,546.99,2024-12-08 20:12:07,Online
74,411,713,769,162,2,992.1,2017-01-26 21:52:44,Online
75,788,261,685,145,81,475.1,2019-06-28 23:58:44,Online
76,502,589,465,370,60,296.29,2014-07-26 06:47:18,Online
77,908,385,867,364,33,263.53,2019-11-12 02:05:40,Online
78,101,495,808,92,30,162.24,2017-11-08 19:53:14,Física
79,4,435,286,166,9,123.56,2018-05-22 19:17:55,Online
80,678,986,797,446,39,963.4,2023-04-06 12:24:14,Física
81,177,615,830,69,27,815.47,2024-11-07 05:14:11,Online
82,116,139,708,261,27,235.32,2018-05-29 19:17:12,Online
83,346,347,785,5,65,198.25,2021-11-19 17:30:37,Física
84,399,66,228,298,39,560.4,2015-12-18 19:53:25,Física
85,327,339,535,182,59,520.92,2014-03-10 12:03:06,Física
86,664,315,939,120,97,190.83,2024-09-08 04:42:55,Online
87,290,15,156,453,30,307.1,2022-02-04 07:35:11,Online
88,255,146,163,53,60,331.34,2024-06-06 18:14:48,Online
89,383,501,301,411,40,670.78,2019-10-14 15:43:40,Física
90,947,567,37,195,47,793.18,2020-10-08 08:51:19,Online
91,94,396,211,238,71,685.1,2017-05-26 19:36:00,Online
92,169,126,201,71,81,976.97,2015-07-29 00:04:39,Online
93,918,151,430,194,86,330.65,2015-01-10 23:22:21,Física
94,51,951,365,375,12,322.09,2019-04-02 03:07:41,Física
95,788,371,87,408,31,30.5,2023-08-30 03:10:05,Online
96,107,678,530,444,92,111.08,2019-04-25 05:21:59,Online
97,403,116,455,131,38,399.74,2016-08-10 12:22:09,Online
98,913,329,34,255,73,830.92,2022-10-06 00:26:50,Online
99,830,806,778,212,99,81.52,2023-04-03 00:19:10,Online
100,88,715,691,447,77,257.3,2024-03-17 08:06:45,Online
101,279,512,55,16,41,441.85,2019-08-14 06:09:17,Online
102,956,107,767,394,22,460.8,2018-08-09 01:57:26,Física
103,91,40,921,369,63,851.21,2017-01-19 18:07:54,Online
104,136,585,42,85,7,963.51,2023-04-12 13:53:29,Online
105,56,534,401,285,4,363.38,2022-01-24 18:28:07,Online
106,915,692,977,319,97,246.53,2023-10-16 13:43:17,Física
107,587,333,30,329,28,311.08,2016-10-11 06:20:34,Online
108,202,394,87,150,39,265.55,2015-03-09 20:39:03,Física
109,865,840,325,446,53,891.01,2021-02-12 06:14:10,Física
110,943,264,657,496,38,608.57,2020-04-06 17:51:14,Online
111,885,25,156,381,55,799.28,2014-04-12 19:58:52,Física
112,151,366,340,341,35,871.56,2022-01-07 03:45:31,Online
113,347,415,648,239,18,185.81,2020-03-23 08:12:14,Online
114,360,693,922,8,24,668.5,2018-10-07 19:16:58,Online
115,634,267,54,204,63,209.2,2017-01-06 02:18:01,Física
116,557,753,604,99,64,787.65,2018-02-04 00:52:56,Física
117,188,263,749,146,80,50.58,2015-03-02 19:51:47,Física
118,504,767,754,180,23,298.94,2016-03-24 00:35:53,Física
119,26,770,956,346,40,746.57,2019-06-09 05:17:18,Física
120,108,984,17,464,43,290.87,2023-06-14 13:19:47,Online
121,528,285,61,243,78,829.51,2023-09-01 12:32:25,Online
122,170,994,293,18,24,796.93,2023-06-19 22:26:20,Física
123,913,931,345,315,93,933.27,2015-05-11 15:17:54,Física
124,481,701,627,434,52,564.76,2020-01-14 00:28:42,Física
125,92,476,818,149,65,295.11,2020-05-04 03:55:20,Física
126,524,194,329,337,74,307.12,2021-07-09 08:03:46,Física
127,706,387,399,97,17,170.12,2015-05-05 00:29:43,Física
128,529,782,782,319,20,439.65,2019-11-28 05:57:39,Online
129,491,125,770,95,66,920.43,2014-09-08 14:00:08,Física
130,734,706,692,133,16,358.17,2021-04-27 11:08:02,Online
131,79,118,344,354,88,71.06,2014-04-27 10:57:23,Online
132,843,532,759,391,75,160.67,2020-08-22 14:40:11,Física
133,296,748,851,248,65,486.34,2019-09-07 19:11:14,Online
134,213,200,653,444,18,813.2,2017-03-19 09:06:16,Online
135,842,43,492,424,16,406.6,2022-03-07 17:24:59,Física
136,13,355,405,426,5,501.21,2015-05-26 03:57:25,Online
137,657,48,306,413,45,280.74,2022-11-13 21:40:36,Física
138,206,908,995,460,75,331.32,2015-08-03 01:30:43,Online
139,376,593,80,372,69,998.76,2019-08-03 21:47:37,Online
140,958,643,199,150,54,423.39,2021-08-09 04:31:34,Online
141,13,644,732,127,3,888.87,2018-03-01 03:16:26,Online
142,578,334,203,261,9,643.14,2019-03-23 16:24:23,Online
143,810,156,595,428,24,453.46,2018-01-14 00:47:48,Online
144,679,432,82,102,15,429.62,2021-07-19 05:56:47,Online
145,14,876,839,114,50,699.05,2015-08-19 10:13:04,Online
146,138,52,761,200,66,46.83,2023-04-26 06:00:35,Online
147,209,654,434,120,80,633.21,2015-09-14 07:58:14,Física
148,335,789,546,9,43,521.67,2024-12-11 04:05:48,Física
149,564,67,788,487,31,607.86,2021-09-01 22:18:13,Online
150,348,979,879,307,40,505.91,2019-04-22 15:23:09,Online
151,11,953,755,496,81,824.7,2017-12-15 00:54:54,Física
152,106,149,715,196,19,616.14,2019-09-23 16:56:25,Online
153,629,934,284,43,83,864.74,2024-07-16 18:49:11,Online
154,971,508,235,41,75,21.02,2019-09-22 16:17:43,Física
155,448,418,935,447,90,612.62,2021-04-08 13:45:03,Online
156,589,273,514,100,36,535.31,2019-05-11 05:58:15,Física
157,500,664,432,83,81,606.11,2016-12-13 20:10:17,Online
158,812,210,878,220,41,238.3,2023-03-15 06:41:43,Física
159,183,870,685,349,95,901.06,2019-06-12 23:51:34,Física
160,965,94,746,334,24,480.95,2020-07-31 12:16:20,Online
161,17,278,960,300,54,814.86,2022-02-26 19:42:14,Física
162,79,118,21,424,90,463.32,2015-11-30 19:51:48,Física
163,353,560,526,476,54,144.27,2024-11-09 01:06:39,Online
164,848,787,442,241,96,60.38,2022-02-12 05:54:09,Online
165,408,134,260,110,37,30.86,2016-08-30 23:11:56,Online
166,222,523,657,471,75,444.74,2015-04-14 11:58:49,Física
167,170,17,797,127,75,562.66,2022-12-25 15:16:07,Física
168,308,754,295,306,21,282.34,2016-07-31 14:42:34,Online
169,490,413,479,471,32,882.77,2022-07-09 16:52:30,Física
170,891,769,233,315,39,553.58,2019-03-18 09:33:48,Online
171,65,299,482,434,99,674.33,2020-07-20 17:21:40,Online
172,366,120,707,431,43,195.49,2024-04-09 16:55:48,Online
173,658,45,460,85,72,986.08,2014-03-28 03:48:32,Online
174,691,423,801,240,41,406.48,2020-08-29 02:04:42,Física
175,420,384,154,158,50,832.28,2021-06-06 11:50:43,Online
176,196,390,138,468,100,293.15,2020-09-24 20:17:52,Online
177,400,290,866,140,57,648.83,2014-11-15 19:52:54,Física
178,56,539,677,365,88,23.59,2016-03-17 13:52:18,Online
179,496,8,257,437,40,216.03,2021-03-05 03:24:15,Física
180,546,818,889,204,73,325.58,2022-08-27 10:02:38,Online
181,726,56,254,104,84,839.59,2021-08-12 18:28:47,Online
182,642,785,741,56,20,536.19,2020-07-06 16:10:24,Física
183,707,748,198,40,54,49.45,2022-02-05 18:26:33,Online
184,491,158,366,152,55,91.33,2018-10-11 12:59:22,Física
185,573,117,716,432,73,42.32,2021-03-07 15:26:29,Física
186,717,830,540,297,80,936.32,2016-09-18 02:11:06,Física
187,317,634,533,405,58,704.32,2023-08-21 08:11:40,Física
188,601,806,702,364,71,615.37,2021-11-29 10:17:19,Online
189,543,913,919,21,3,683.4,2019-07-30 09:56:59,Física
190,577,922,731,277,39,487.14,2024-01-21 11:44:58,Online
191,201,124,131,465,10,593.51,2016-03-19 04:28:32,Online
192,684,987,71,249,74,493.38,2014-03-08 21:42:04,Física
193,37,229,952,230,95,830.72,2018-04-18 06:38:59,Online
194,718,289,1,448,93,585.81,2018-01-11 12:26:39,Online
195,390,271,73,195,63,84.49,2014-08-12 09:07:14,Física
196,115,183,321,378,73,736.29,2018-10-18 08:40:32,Física
197,656,895,763,441,41,377.77,2017-08-23 02:40:13,Física
198,392,959,395,399,65,106.67,2014-07-08 12:42:41,Física
199,359,727,481,21,50,531.59,2019-09-15 16:58:39,Física
200,986,917,662,221,28,122.58,2014-06-22 20:44:13,Online
201,819,631,164,308,19,437.26,2020-06-09 09:14:29,Física
202,817,217,309,434,66,909.41,2014-07-18 19:25:28,Online
203,570,497,375,368,51,199.91,2023-05-17 18:42:55,Online
204,653,961,659,103,32,403.48,2015-10-26 22:32:32,Física
205,995,918,69,359,6,921.86,2020-12-18 05:05:22,Física
206,985,613,703,369,50,95.01,2019-12-23 07:10:02,Física
207,282,13,61,498,89,864.02,2020-10-06 06:36:24,Online
208,576,667,489,21,75,440.84,2019-11-12 11:31:08,Online
209,284,113,395,80,49,902.34,2016-02-29 10:53:57,Física
210,840,896,433,197,100,500.86,2015-08-14 09:21:23,Física
211,664,377,497,329,85,542.33,2022-11-01 11:41:31,Física
212,143,670,318,435,61,568.08,2020-06-25 02:16:24,Online
213,378,265,285,75,91,968.62,2015-12-20 02:14:32,Online
214,743,525,703,28,8,473.77,2019-11-30 06:38:15,Online
215,875,27,366,54,9,169.55,2021-03-12 03:20:33,Online
216,70,756,677,296,61,939.71,2016-09-19 05:11:10,Física
217,473,873,931,282,42,89.53,2015-04-02 23:33:35,Física
218,533,796,696,156,50,465.65,2017-04-30 18:14:08,Física
219,716,349,744,242,34,516.01,2024-01-14 09:49:44,Física
220,697,554,944,82,27,612.13,2022-08-31 15:22:37,Online
221,30,863,179,423,76,276.94,2016-01-11 22:12:47,Física
222,366,545,607,301,45,780.04,2024-11-19 16:30:11,Online
223,781,448,760,393,95,453.83,2018-04-19 03:30:12,Online
224,307,815,869,220,37,602.31,2018-05-18 19:37:09,Física
225,49,8,378,114,80,441.15,2016-06-05 23:59:34,Online
226,874,858,832,227,97,81.73,2020-11-21 14:37:44,Física
227,213,87,261,43,66,585.04,2023-10-12 18:34:22,Online
228,430,968,305,257,23,456.6,2014-12-18 19:55:48,Online
229,787,290,862,12,24,54.59,2022-11-27 00:32:21,Física
230,662,889,837,345,7,440.08,2021-11-12 07:26:55,Física
231,535,398,907,200,86,842.82,2024-10-04 20:18:10,Online
232,537,454,405,1,19,243.23,2018-08-11 18:01:52,Física
233,174,522,519,443,42,737.65,2019-12-23 10:15:11,Física
234,505,526,462,190,22,265.86,2015-03-17 08:28:50,Online
235,944,354,919,438,79,611.13,2021-02-12 11:42:42,Física
236,148,904,159,109,58,520.95,2015-06-04 09:27:16,Física
237,460,660,235,61,53,443.63,2017-05-18 21:36:33,Online
238,711,125,778,375,100,360.16,2022-02-01 04:15:41,Online
239,660,444,140,372,33,966.78,2024-08-30 10:10:20,Online
240,216,178,91,350,24,333.84,2021-01-24 18:41:48,Física
241,973,236,283,406,70,91.38,2015-12-12 03:51:44,Física
242,619,935,854,82,58,926.93,2018-04-08 09:30:21,Física
243,329,937,489,95,22,348.5,2015-09-28 19:12:37,Online
244,90,132,903,378,59,696.86,2024-02-19 10:52:09,Online
245,436,535,818,241,52,57.72,2015-05-14 16:48:35,Física
246,254,338,64,465,93,811.33,2019-07-11 00:04:47,Física
247,567,1000,937,416,18,773.7,2015-05-22 17:27:57,Online
248,176,452,629,173,49,601.08,2014-01-05 21:00:21,Física
249,210,570,767,85,37,869.4,2014-02-27 17:45:21,Online
250,535,55,273,400,43,642.89,2017-07-16 14:20:35,Física
251,206,5,671,17,23,9.49,2022-10-06 02:53:10,Física
252,808,607,590,457,83,690.9,2014-08-08 19:19:56,Online
253,423,906,809,152,61,179.47,2020-05-28 07:35:24,Online
254,412,909,124,319,46,291.64,2022-11-11 16:43:18,Física
255,745,573,902,142,7,364.65,2023-12-18 13:25:26,Física
256,142,618,886,471,34,948.84,2024-02-09 13:46:05,Física
257,432,844,999,5,13,923.24,2021-01-03 15:48:29,Física
258,40,458,9,489,62,983.49,2015-05-23 09:46:26,Física
259,959,647,355,314,23,550.63,2024-10-09 05:26:01,Física
260,132,923,966,298,3,130.18,2016-01-24 02:53:44,Online
261,931,882,246,484,92,566.81,2024-02-19 21:21:11,Física
262,797,875,626,302,84,47.99,2016-06-12 15:14:12,Online
263,1000,434,705,180,42,767.53,2016-07-22 05:59:35,Física
264,110,604,406,321,63,582.65,2014-09-17 20:04:39,Física
265,65,756,505,65,79,631.7,2021-01-27 01:51:35,Física
266,89,496,819,349,17,258.95,2015-01-22 11:04:53,Online
267,47,256,814,444,38,135.42,2016-10-02 08:47:55,Física
268,258,771,783,259,99,21.59,2019-02-15 21:35:17,Online
269,233,57,23,52,52,971.19,2016-02-05 15:37:49,Online
270,101,508,581,161,22,364.92,2018-07-20 03:13:27,Online
271,176,188,678,234,44,535.55,2019-03-20 11:17:10,Online
272,882,175,338,184,74,647.76,2015-12-12 17:52:32,Online
273,998,442,339,187,58,626.95,2019-02-12 05:44:36,Física
274,380,398,796,424,41,97.05,2022-08-29 16:39:28,Online
275,738,780,286,55,42,148.71,2019-12-12 16:14:53,Online
276,293,124,938,156,11,189.34,2019-01-04 06:01:45,Online
277,23,189,10,223,16,888.2,2018-09-11 17:11:03,Online
278,10,503,880,79,29,3.17,2021-11-22 13:52:06,Física
279,59,928,218,227,49,549.12,2015-10-21 19:58:01,Física
280,349,51,682,174,55,674.64,2021-12-12 07:20:34,Física
281,183,763,787,257,20,873.05,2023-01-27 08:03:50,Física
282,646,560,277,117,45,116.62,2017-08-02 10:22:00,Online
283,386,684,653,120,31,385.91,2015-10-24 07:50:43,Online
284,19,881,971,143,39,321.5,2015-04-23 02:22:52,Física
285,273,616,764,188,79,332.75,2024-08-19 18:04:33,Física
286,677,32,62,101,98,378.08,2023-10-16 07:44:46,Online
287,715,230,842,136,7,931.28,2019-08-19 13:58:34,Física
288,432,688,649,135,93,410.71,2014-04-20 20:04:03,Online
289,111,759,240,208,1,719.12,2017-04-11 05:06:06,Online
290,581,240,561,103,10,156.92,2019-05-14 21:25:32,Física
291,452,765,468,280,43,98.68,2015-02-05 23:17:40,Física
292,193,120,900,452,11,620.52,2020-08-23 17:40:35,Física
293,603,731,770,442,68,417.34,2015-03-27 20:08:16,Física
294,426,730,818,122,31,375.63,2019-11-13 22:00:17,Física
295,946,527,208,295,37,417.25,2015-12-28 09:45:19,Online
296,193,507,871,224,82,506.08,2024-01-09 03:03:47,Online
297,643,986,40,343,17,502.66,2022-12-19 03:20:03,Física
298,843,614,167,107,39,11.44,2016-10-05 02:31:19,Online
299,257,46,378,193,81,30.68,2014-02-12 09:54:37,Online
300,633,970,850,240,40,598.64,2023-02-19 01:08:28,Online
301,252,403,375,466,39,303.54,2017-03-26 03:02:36,Física
302,929,336,709,197,34,611.31,2014-08-25 11:45:37,Física
303,217,837,592,349,91,974.22,2016-11-01 07:36:22,Física
304,195,569,379,399,78,64.87,2017-11-12 15:56:33,Física
305,228,679,39,154,70,412.29,2016-10-16 18:14:37,Online
306,376,866,855,64,54,204.47,2014-05-02 08:03:04,Física
307,797,20,985,144,92,166.75,2020-05-30 00:00:23,Online
308,747,901,485,193,25,729.03,2018-07-15 22:29:23,Física
309,727,110,19,193,19,891.3,2015-03-19 01:44:57,Online
310,700,506,878,316,91,92.73,2024-02-29 22:49:12,Física
311,103,837,674,180,42,124.42,2024-08-02 17:15:02,Física
312,382,577,175,256,45,510.15,2021-05-08 15:22:54,Física
313,268,5,110,368,46,494.14,2014-10-25 05:38:40,Online
314,832,477,754,105,58,938.59,2021-07-13 15:41:46,Física
315,513,198,437,250,51,553.07,2018-08-30 04:26:22,Online
316,745,940,820,306,20,539.73,2021-06-16 06:35:36,Online
317,851,945,259,4,30,36.59,2022-09-04 19:20:40,Física
318,673,751,496,392,39,383.01,2024-06-21 03:01:56,Física
319,970,220,53,2,50,559.62,2017-07-05 05:38:55,Física
320,352,123,512,198,25,232.96,2020-03-23 03:33:18,Online
321,39,335,19,53,58,19.27,2022-03-29 09:21:20,Online
322,895,748,868,14,66,971.95,2021-12-16 18:11:06,Online
323,645,4,252,343,76,852.09,2015-08-26 03:35:20,Física
324,987,988,290,340,18,964.62,2021-06-02 12:52:36,Física
325,943,784,4,325,54,903.81,2021-11-07 17:46:12,Física
326,63,179,938,87,24,69.25,2023-12-22 18:10:47,Online
327,929,730,774,212,35,978.77,2019-03-03 01:03:13,Física
328,506,522,169,362,52,572.55,2018-02-04 19:17:10,Física
329,465,366,478,404,74,936.87,2021-10-01 02:12:53,Online
330,548,813,559,406,74,987.64,2019-05-14 18:14:22,Online
331,867,557,695,366,43,119.51,2018-08-24 11:47:38,Online
332,931,913,918,211,6,412.37,2018-12-16 07:05:16,Física
333,504,841,722,419,5,663.26,2024-06-28 13:32:18,Física
334,886,246,427,298,18,619.56,2018-11-05 02:48:52,Física
335,910,992,342,119,8,210.29,2019-03-23 18:14:55,Física
336,636,555,425,186,94,776.22,2018-11-14 07:46:23,Física
337,779,727,679,143,66,776.23,2015-06-22 15:23:50,Física
338,229,785,220,33,84,529.02,2023-01-31 05:09:02,Online
339,632,113,159,28,10,85.53,2022-07-24 22:53:32,Física
340,423,745,338,8,46,470.88,2019-03-22 16:02:17,Física
341,847,832,474,282,71,220.86,2019-04-01 18:01:19,Online
342,958,162,136,87,17,873.04,2017-10-14 22:25:34,Física
343,856,208,634,41,49,484.8,2023-01-21 11:33:31,Física
344,744,58,152,394,79,972.58,2017-10-03 11:04:59,Física
345,592,82,219,245,75,459.1,2022-01-12 12:40:09,Física
346,665,218,696,302,97,304.16,2020-03-27 02:07:40,Online
347,228,370,303,342,37,721.54,2014-10-14 07:57:28,Online
348,522,735,378,375,83,632.88,2019-04-29 06:53:53,Física
349,279,973,882,394,8,563.6,2023-03-12 10:43:15,Física
350,851,284,922,372,31,145.62,2021-08-21 20:14:57,Física
351,620,735,985,92,57,94.38,2022-06-01 05:28:35,Física
352,539,639,341,281,74,549.93,2015-04-09 08:34:27,Online
353,779,792,835,458,76,382.57,2018-05-30 02:22:58,Física
354,591,335,138,375,44,842.72,2022-10-20 19:03:41,Física
355,513,902,360,328,9,630.04,2022-12-23 20:55:48,Online
356,183,540,916,196,80,93.58,2022-01-02 00:30:54,Física
357,174,593,513,207,49,711.72,2017-06-16 18:43:41,Física
358,584,993,73,305,34,920.06,2015-06-19 23:34:00,Física
359,584,478,376,5,37,223.79,2020-09-24 14:53:12,Física
360,664,204,867,455,38,281.53,2021-05-19 06:27:47,Física
361,226,884,385,476,44,50.91,2016-05-31 23:45:39,Física
362,164,205,153,328,34,340.89,2014-09-09 21:51:36,Online
363,908,583,465,81,87,943.99,2023-11-18 20:10:44,Online
364,523,433,24,126,34,586.31,2019-09-20 00:05:07,Online
365,122,141,580,20,22,521.21,2018-06-19 16:08:53,Online
366,677,796,554,500,79,956.15,2023-08-21 19:28:56,Física
367,38,487,648,71,46,747.42,2019-01-18 16:04:32,Física
368,701,880,806,180,37,297.88,2019-08-01 00:58:32,Online
369,242,497,392,331,62,375.87,2017-06-29 10:41:27,Online
370,18,57,419,427,31,480.22,2020-04-21 20:03:38,Online
371,819,313,673,351,73,263.78,2015-02-23 03:27:27,Física
372,650,532,924,186,71,988.26,2017-02-15 07:12:15,Física
373,328,615,221,9,58,873.91,2014-03-12 00:24:49,Online
374,454,344,408,448,47,854.95,2023-02-16 20:56:14,Online
375,150,699,844,95,38,638.88,2022-10-07 18:50:45,Física
376,686,989,841,18,61,224.27,2015-01-18 05:32:21,Online
377,947,428,182,297,83,402.17,2015-05-03 08:42:43,Online
378,778,326,89,31,100,81.16,2020-03-19 08:58:31,Online
379,805,139,973,427,26,249.2,2022-10-09 12:18:16,Física
380,486,478,981,451,56,306.62,2019-04-01 03:45:27,Física
381,895,514,388,435,79,557.76,2023-04-12 19:41:04,Online
382,812,586,148,157,95,40.2,2014-03-31 08:14:56,Física
383,987,761,292,245,15,354.45,2015-03-30 06:19:20,Online
384,853,627,11,256,26,816.09,2024-01-26 12:06:57,Física
385,741,493,123,444,5,606.15,2014-11-18 10:45:46,Online
386,934,982,388,435,15,423.56,2023-02-27 21:55:06,Online
387,734,150,482,418,9,450.97,2019-07-09 22:39:45,Online
388,963,568,613,117,12,441.81,2019-03-04 10:38:24,Física
389,993,283,49,82,6,450.96,2019-01-16 12:30:55,Física
390,393,570,215,448,60,228.77,2021-01-30 11:09:17,Física
391,212,990,468,175,7,537.7,2015-04-12 06:57:39,Online
392,310,393,362,199,44,126.55,2017-03-08 09:57:47,Online
393,635,507,676,93,72,33.53,2021-02-22 03:58:39,Física
394,686,191,898,407,85,95.28,2023-09-10 01:54:52,Física
395,250,157,446,452,71,7.0,2019-02-23 09:17:44,Online
396,620,898,151,455,41,216.44,2021-08-10 19:49:57,Física
397,587,530,724,313,94,72.72,2022-03-23 04:08:01,Online
398,977,35,962,268,63,52.9,2020-01-16 18:52:36,Online
399,659,35,251,452,84,327.06,2015-12-05 23:08:55,Física
400,706,732,893,161,96,799.23,2015-03-11 05:46:54,Física
401,116,511,268,203,51,693.89,2021-03-23 11:48:03,Física
402,805,854,888,140,58,142.11,2023-08-27 20:15:21,Física
403,463,839,623,464,47,123.86,2021-10-16 04:56:10,Online
404,163,84,650,457,61,177.91,2021-08-16 16:41:55,Física
405,605,879,820,321,56,500.22,2017-07-06 05:21:15,Online
406,525,301,711,367,73,504.07,2018-03-04 07:47:51,Online
407,666,737,993,301,95,693.34,2021-11-02 11:59:46,Física
408,657,584,579,248,14,958.39,2024-07-01 10:20:04,Online
409,643,178,378,37,56,37.06,2020-10-20 16:27:47,Física
410,360,440,847,106,39,90.62,2021-05-27 01:38:32,Online
411,333,233,972,445,96,996.14,2015-05-01 06:55:10,Online
412,134,754,494,266,5,769.86,2014-11-06 04:09:46,Online
413,984,650,788,110,30,212.41,2021-01-19 04:39:13,Física
414,164,301,835,115,84,607.25,2017-12-22 12:57:09,Física
415,946,272,225,401,40,143.21,2016-05-23 09:15:31,Física
416,278,393,544,158,97,591.55,2020-01-31 06:22:39,Online
417,413,580,298,200,64,840.57,2022-07-06 15:45:01,Online
418,247,60,902,379,35,978.5,2022-01-10 13:09:25,Física
419,928,585,326,248,34,421.78,2019-11-24 17:14:24,Online
420,531,43,352,260,62,91.05,2016-09-18 13:50:45,Física
421,62,773,71,114,74,827.16,2023-05-22 13:32:36,Online
422,277,959,666,96,2,400.27,2014-08-29 00:42:02,Física
423,991,562,619,362,57,877.48,2022-12-03 13:39:39,Online
424,124,996,571,132,59,64.87,2015-04-22 15:04:25,Física
425,92,559,446,338,61,723.17,2017-07-03 16:49:44,Física
426,18,566,760,62,57,763.14,2021-06-27 12:07:36,Física
427,264,782,122,414,36,331.73,2014-04-10 05:01:37,Física
428,405,700,642,114,67,932.67,2018-03-02 15:01:52,Online
429,249,150,259,169,26,942.13,2018-04-05 20:23:52,Online
430,523,237,871,356,87,420.93,2022-01-08 20:12:36,Física
431,869,921,348,477,3,686.74,2016-03-10 00:05:38,Física
432,446,555,118,407,36,728.99,2019-09-27 15:21:12,Física
433,669,258,103,466,15,26.4,2020-07-07 15:44:30,Online
